country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019
Georgia,30,6984457,3144573,2989947,4788,667,536,292,1967,549,531,992,746,448,819,540,473,252,114,43,523,208,300,166
Georgia,50,6984457,2956338,2734583,4788,646,519,286,1907,523,510,957,728,428,769,522,445,229,101,41,499,192,287,160
Georgia,75,6984457,2500619,1865018,4788,527,455,253,1685,441,441,830,663,358,599,467,380,162,72,32,415,150,244,138
Germany,10,35783856,13446087,13692470,257992,15409,15446,6508,45192,39938,42861,93456,61978,28918,75901,34396,26177,15831,21546,13065,27286,33524,52862,109101
Germany,15,35783856,13059121,13237937,257992,15355,15381,6483,45080,39853,42767,93344,61842,28835,75805,34338,26108,15720,21425,13016,27159,33351,52656,108816
Germany,20,35783856,12915846,13168993,257992,15323,15348,6471,45019,39797,42712,93287,61769,28798,75746,34309,26065,15660,21358,12993,27076,33244,52517,108640
Germany,25,35783856,12730034,12991563,257992,15304,15330,6462,44983,39766,42678,93253,61730,28779,75712,34290,26040,15595,21285,12966,26990,33146,52401,108476
Germany,30,35783856,12526780,12781382,257992,15286,15303,6449,44940,39739,42653,93224,61696,28762,75678,34272,26007,15499,21169,12929,26877,33000,52237,108233
Germany,50,35783856,11707136,11645770,257992,14843,14782,6241,43940,39088,41988,92222,60675,28293,74857,33833,25536,14843,20343,12603,26031,31956,51051,106354
Germany,75,35783856,9189615,8733164,257992,12895,12836,5402,38104,34630,37315,85972,55030,25534,68678,30810,23002,11619,15876,10395,21683,26574,44137,93583
Ghana,10,23832413,18330610,17298270,134527,53798,84978,30358,21632,51110,35996,54916,51367,54996,28134,47538,44857,134400,166611,80020,150916,175965,189642,113520
Ghana,15,23832413,13282024,13623769,134527,52279,83799,29588,20223,48829,32769,51109,47583,50635,26557,45224,42610,111145,151030,75079,147976,166589,187877,111661
Ghana,20,23832413,8230695,9040480,134527,47268,80658,27250,18388,44365,28899,43977,41709,41426,22769,39244,39323,88727,129354,63483,131572,133276,167354,98762
Ghana,25,23832413,7919665,8534700,134527,46301,80133,26753,18179,43674,28430,43022,40773,40519,22055,38500,38721,87196,127669,62229,129370,129538,164282,96753
Ghana,30,23832413,6955668,7034627,134527,43644,78395,24955,17625,41346,27136,40172,37849,38253,19500,36243,36626,81228,120298,57407,119245,115286,151446,88257
Ghana,50,23832413,4253663,3610769,134527,34044,66582,19515,14890,33591,21846,32264,27719,31562,14012,28096,27597,54268,78958,36709,71839,61736,88521,50492
Ghana,75,23832413,207294,169084,134527,8075,10577,3409,2224,4977,3209,4777,3952,4253,1963,3254,2677,817,939,610,2156,1018,1364,635
Greece,10,13257505,4767529,4236027,35613,13338,5354,2730,7222,4466,7839,48705,22123,6936,8371,6637,15002,8112,4693,4646,7623,11791,9056,9474
Greece,15,13257505,4430448,3937365,35613,13001,5257,2670,7057,4361,7650,47738,21768,6771,8101,6512,14677,7778,4562,4541,7356,11309,8757,9168
Greece,20,13257505,4303514,3883196,35613,12899,5215,2635,6956,4304,7525,47281,21557,6679,7976,6446,14376,7446,4420,4424,7131,10848,8455,8849
Greece,25,13257505,3982814,3777947,35613,12828,5166,2591,6858,4234,7391,46394,21342,6605,7870,6306,13864,6625,4156,4142,6592,9970,7817,8193
Greece,30,13257505,3672497,3620382,35613,12617,5126,2563,6814,4181,7346,46062,21197,6564,7785,6199,13242,5907,3803,3840,6034,8907,7122,7604
Greece,50,13257505,2960494,2679951,35613,10933,4473,2205,5906,3586,6320,40862,18973,5858,6732,5283,10747,3709,2951,3030,4570,6290,5219,5862
Greece,75,13257505,2115635,1658707,35613,7847,3321,1544,4266,2623,4507,30237,14736,4380,4614,3883,7855,1953,2029,2124,2939,3543,3260,3867
Guadeloupe,10,165029,100979,105300,1212,328,52,79,196,230,63,161,138,120,132,74,306,183,212,74,72,63,103,74
Guadeloupe,15,165029,98528,104715,1212,326,51,78,194,228,63,160,137,119,130,74,302,179,208,73,71,62,103,72
Guadeloupe,20,165029,97255,104266,1212,323,51,78,193,226,62,159,136,119,129,74,301,176,204,72,71,61,102,72
Guadeloupe,25,165029,96126,103838,1212,322,51,77,192,225,62,159,136,119,128,74,298,173,202,72,70,61,102,71
Guadeloupe,30,165029,94758,101681,1212,321,51,77,191,223,62,158,135,118,127,74,295,170,198,71,70,60,101,70
Guadeloupe,50,165029,90175,91790,1212,308,48,73,183,208,60,151,127,115,119,72,271,156,181,69,68,59,96,67
Guadeloupe,75,165029,81786,80501,1212,257,38,62,150,161,51,130,105,99,95,65,215,129,146,62,60,53,82,58
Guatemala,10,10915098,8273453,7452597,109466,53879,55990,98942,56858,101411,52943,127183,77567,87302,59985,40840,84579,55695,62713,55013,180368,81240,72819,91955
Guatemala,15,10915098,8108011,7360612,109466,53776,55910,98781,56766,101285,52862,127045,77474,87224,59924,40783,84461,55556,62497,54800,179833,80826,72379,91495
Guatemala,20,10915098,7949440,7312918,109466,53612,55805,98588,56666,101140,52761,126888,77380,87131,59838,40724,84327,55402,62271,54583,179316,80434,71934,91030
Guatemala,25,10915098,7822918,7167397,109466,53502,55720,98422,56578,101012,52683,126755,77298,87058,59773,40669,84214,55289,62079,54411,178945,80165,71633,90719
Guatemala,30,10915098,7693456,7034117,109466,53310,55601,98174,56449,100829,52558,126557,77173,86944,59668,40587,84044,55149,61831,54147,178397,79732,71161,90198
Guatemala,50,10915098,6951962,6219667,109466,50532,53475,92505,54262,97026,50528,122873,75091,84994,58141,39546,81927,53972,60005,52243,174328,76706,67957,86802
Guatemala,75,10915098,5756629,5331352,109466,42912,46535,71843,47069,81042,44282,106827,67129,77258,53078,36804,74236,49136,52733,45466,155711,65337,57102,74908
Guinea,10,24481607,22567098,21944918,29669,24956,37881,12060,30027,25054,22766,54844,38475,40604,45061,45982,37856,209590,191411,228149,302998,360214,299165,312561
Guinea,15,24481607,19376715,19060281,29669,23693,36065,11241,26576,22276,21597,48921,32936,35459,32916,42770,36614,206611,188490,226398,299881,353121,291797,305099
Guinea,20,24481607,12426851,12795736,29669,21111,32459,10026,21170,18128,18584,39648,25574,28147,19872,35132,30785,181978,165927,203393,268843,299488,241870,254783
Guinea,25,24481607,11347596,11632141,29669,20528,31660,9863,20186,17342,17757,38265,24466,26960,18782,33329,29307,175548,159963,196184,259928,286592,230054,242972
Guinea,30,24481607,8159637,8023664,29669,18572,28933,9229,17158,14581,15306,33821,21481,23388,16046,27638,24486,146184,132716,161820,216012,231588,182895,193690
Guinea,50,24481607,2155938,2409503,29669,10425,17868,5276,6920,5462,6968,16530,8674,10008,6663,9366,10202,43279,41958,46852,66686,71082,49098,55445
Guinea,75,24481607,182015,264463,29669,1943,2953,847,993,748,876,2256,1108,1405,801,876,938,899,768,895,1435,1547,839,1002
Guinea-Bissau,10,3388205,2909284,2909536,6534,3265,7419,1362,5799,6788,3561,9679,4124,11828,6692,6080,7328,40451,18928,19898,26443,26820,23131,27342
Guinea-Bissau,15,3388205,2693559,2627282,6534,3185,7246,1300,5692,6067,3327,9293,4092,11650,6603,6040,7114,40099,18809,19797,26287,26578,22993,27156
Guinea-Bissau,20,3388205,1677845,1752295,6534,2809,6606,1088,4412,4502,2400,7242,3696,9429,5630,5071,4808,30582,16251,17076,21890,22243,19282,21899
Guinea-Bissau,25,3388205,1503920,1576561,6534,2741,6501,1078,4196,4382,2310,7009,3602,9050,5408,4881,4385,27742,15470,16051,20496,20845,18117,20400
Guinea-Bissau,30,3388205,1069849,1126587,6534,2362,6074,1022,3539,3928,2018,6044,3248,7964,4900,4284,3511,20704,12859,12661,16120,16437,14394,15623
Guinea-Bissau,50,3388205,314210,203571,6534,703,2901,497,1265,1623,855,2003,1441,3505,2750,2085,1615,7819,5727,5202,6643,6693,6034,6105
Guinea-Bissau,75,3388205,3469,4924,6534,44,172,23,94,67,61,85,83,184,185,95,12,28,22,14,21,18,24,18
Guyana,10,20974416,19068842,19145587,11390,10059,4840,7427,4070,5842,5941,5254,9470,8280,10118,8376,13132,7151,12242,13121,26584,19478,11790,22395
Guyana,15,20974416,19051732,19133405,11390,10055,4837,7425,4069,5840,5939,5253,9468,8277,10114,8374,13128,7144,12224,13112,26568,19466,11785,22377
Guyana,20,20974416,19030639,19114128,11390,10049,4833,7423,4066,5837,5937,5252,9464,8273,10109,8370,13122,7135,12202,13104,26549,19455,11776,22357
Guyana,25,20974416,19010117,19091178,11390,10045,4831,7421,4064,5835,5935,5251,9462,8270,10104,8366,13117,7124,12165,13093,26528,19443,11768,22341
Guyana,30,20974416,18996033,19052060,11390,10040,4827,7419,4062,5832,5934,5250,9460,8267,10099,8363,13112,7117,12154,13084,26512,19434,11761,22324
Guyana,50,20974416,18900466,18825319,11390,9966,4785,7367,4033,5797,5890,5221,9415,8207,10012,8317,13029,7070,12049,13013,26360,19361,11704,22159
Guyana,75,20974416,18768615,18548992,11390,9804,4709,7204,3961,5701,5772,5131,9298,8069,9851,8228,12852,6990,11884,12875,26033,19192,11589,21735
Haiti,10,2710684,1073321,905901,4807,2559,2191,1105,2471,2100,1206,2163,2266,2538,2149,2640,4417,3447,4144,3311,17719,5736,4343,4646
Haiti,15,2710684,1010107,882442,4807,2544,2179,1097,2455,2088,1194,2148,2251,2520,2138,2624,4383,3373,4064,3260,17595,5680,4284,4576
Haiti,20,2710684,950111,861323,4807,2514,2154,1085,2427,2067,1183,2121,2229,2501,2118,2601,4344,3302,3991,3199,17475,5613,4231,4504
Haiti,25,2710684,907107,830333,4807,2493,2140,1079,2405,2053,1173,2101,2211,2486,2103,2587,4311,3252,3935,3158,17388,5566,4195,4464
Haiti,30,2710684,858466,792451,4807,2469,2120,1070,2383,2033,1163,2077,2192,2465,2084,2564,4273,3181,3859,3088,17267,5499,4132,4395
Haiti,50,2710684,657383,561844,4807,2012,1757,915,1958,1738,996,1696,1857,2120,1759,2222,3783,2803,3427,2690,16554,5086,3812,4034
Haiti,75,2710684,433473,340574,4807,1276,1074,606,1214,1199,695,1096,1199,1433,1167,1471,2653,2049,2451,1850,14810,4138,3085,3140
Honduras,10,11228980,8440306,8025280,58291,42762,31787,33995,26666,40848,42076,42730,43831,51793,46409,52896,32596,44330,58570,51384,192111,115947,77765,83369
Honduras,15,11228980,8254434,7934819,58291,42686,31737,33932,26623,40774,41987,42668,43723,51731,46352,52839,32532,44160,58265,51093,191274,115266,77294,82819
Honduras,20,11228980,8047225,7861253,58291,42569,31655,33821,26562,40669,41865,42579,43582,51653,46258,52749,32450,43958,57955,50763,190250,114586,76874,82266
Honduras,25,11228980,7883572,7705810,58291,42487,31605,33741,26520,40591,41768,42509,43465,51593,46185,52679,32384,43792,57719,50510,189251,114016,76582,81846
Honduras,30,11228980,7740482,7554766,58291,42380,31528,33625,26455,40472,41631,42412,43299,51514,46085,52572,32305,43632,57482,50242,188443,113474,76254,81416
Honduras,50,11228980,6696598,6478959,58291,40267,29957,31461,25159,38399,38988,40446,40402,49840,44335,50851,31240,42044,55137,47230,177419,107673,73050,77392
Honduras,75,11228980,5266740,5333552,58291,34530,25781,26379,21733,33631,33299,35061,34745,45449,39884,45822,28304,37693,49426,40118,147503,92769,65114,68518
Hungary,10,9305264,2221571,2217441,135108,7550,7739,5752,12045,10439,8036,9420,9006,10112,11294,8264,12059,9164,15615,10945,14417,14488,14223,14799
Hungary,15,9305264,2151118,2094300,135108,7539,7731,5746,12035,10428,8020,9399,8968,10100,11277,8248,12023,9118,15507,10898,14333,14406,14129,14713
Hungary,20,9305264,2112581,2078660,135108,7533,7723,5741,12024,10414,8005,9382,8937,10088,11266,8238,12001,9081,15427,10862,14262,14332,14047,14640
Hungary,25,9305264,2063968,2040279,135108,7525,7714,5735,12014,10403,7995,9370,8920,10078,11260,8229,11965,9027,15309,10807,14159,14239,13943,14534
Hungary,30,9305264,1990161,1991868,135108,7522,7711,5733,12009,10398,7990,9361,8912,10072,11255,8225,11922,8952,15140,10720,14021,14109,13799,14398
Hungary,50,9305264,1797831,1722048,135108,7397,7575,5655,11852,10232,7839,9163,8627,9921,11115,8103,11640,8496,14237,10221,13232,13325,12986,13634
Hungary,75,9305264,1427117,1142099,135108,6857,6976,5260,11102,9442,7201,8352,7746,9145,10294,7409,10598,6933,11494,8382,10525,10831,10481,11169
India,10,315279651,49091050,43360360,255071,63970,54643,49342,76823,64600,69947,76714,89203,82422,52897,93751,100847,88796,150939,124481,188819,204475,146207,132931
India,15,315279651,44955777,38986583,255071,63439,54051,48793,75809,63808,69035,75668,88021,81215,52269,91705,98802,86243,147040,121704,184326,199157,141378,128808
India,20,315279651,43702784,38376592,255071,63176,53731,48508,75336,63408,68562,75140,87406,80633,51939,90850,97770,84845,145084,120365,182055,196811,139154,126954
India,25,315279651,41737014,37060716,255071,62610,53233,47978,74496,62801,67771,74307,86431,79687,51550,89316,96487,83532,143188,119091,179916,194618,136966,125182
India,30,315279651,38830351,34435273,255071,62361,53005,47751,74129,62505,67411,73907,85953,79203,51317,88460,95069,80866,139138,116308,175362,189421,132233,121154
India,50,315279651,30465293,23802597,255071,58273,48500,43330,66983,56566,60216,66139,77279,71301,46887,76084,83478,70317,121980,104529,156387,169313,114924,106397
India,75,315279651,16790629,13571646,255071,45401,35966,31513,49134,41307,42922,44633,53482,49145,33816,48363,56895,39930,66368,62097,92599,98487,61340,57756
Indonesia,10,189024469,165098735,162774273,6963009,748277,859058,546504,1294320,1186619,1439374,1393374,1400823,1950154,1281788,1548627,2271472,1153805,1924739,1773462,2459868,1332281,1247351,1206948
Indonesia,15,189024469,163637822,160772132,6963009,747172,858057,546050,1292859,1185306,1437459,1391662,1399507,1948610,1281103,1547109,2268371,1149675,1916085,1765685,2448898,1322838,1238703,1197867
Indonesia,20,189024469,162782759,160094820,6963009,745909,856862,545514,1291223,1184189,1435664,1389889,1398130,1947138,1280369,1545742,2264784,1145712,1908155,1758831,2439835,1315088,1231524,1190440
Indonesia,25,189024469,161883473,158971104,6963009,745101,856088,545179,1290167,1183372,1434495,1388963,1397341,1946207,1279944,1544825,2262950,1143338,1903171,1754552,2433604,1310033,1226969,1185513
Indonesia,30,189024469,160641223,157793272,6963009,744088,855276,544810,1289043,1182442,1433150,1387625,1396251,1944963,1279332,1543629,2260261,1139299,1894361,1746471,2422072,1300719,1218733,1176884
Indonesia,50,189024469,155063352,150794757,6963009,734820,845679,540480,1274925,1170930,1414754,1371557,1381812,1927451,1271074,1530074,2234684,1113899,1840272,1697199,2351383,1249678,1172038,1127530
Indonesia,75,189024469,140897529,136932648,6963009,691832,792397,512877,1195233,1105177,1313633,1280673,1292289,1814232,1212252,1454725,2101034,1000148,1612983,1480170,2041155,1061130,996389,949737
Iran,10,162173903,1999539,1540212,1136,348,583,344,299,183,156,144,386,199,213,246,422,91,93,0,3,125,70,150
Iran,15,162173903,1894537,1466060,1136,340,573,337,291,179,149,139,382,196,207,243,417,86,88,0,3,121,69,148
Iran,20,162173903,1851258,1452135,1136,338,566,332,285,177,146,135,378,194,203,241,414,83,85,0,2,119,69,147
Iran,25,162173903,1800732,1404935,1136,334,562,329,280,175,143,133,376,192,199,240,410,77,82,0,2,116,68,146
Iran,30,162173903,1731671,1370815,1136,332,558,327,276,173,141,131,374,191,196,239,407,72,78,0,2,110,68,144
Iran,50,162173903,1545483,973603,1136,293,483,279,224,141,110,107,327,168,157,215,363,49,51,0,2,86,65,135
Iran,75,162173903,999614,267362,1136,203,254,157,107,62,46,50,166,94,77,115,171,19,15,0,1,19,51,94
Iraq,10,44535865,38464,43521,292,17,19,22,5,6,7,12,20,19,15,4,10,4,3,0,1,1,0,0
Iraq,15,44535865,29514,39149,292,16,15,22,5,6,7,11,19,18,14,4,10,3,3,0,0,1,0,0
Iraq,20,44535865,25194,38535,292,16,11,21,4,5,6,11,18,16,14,3,10,3,2,0,0,1,0,0
Iraq,25,44535865,20021,28159,292,16,11,20,4,5,6,10,18,16,14,3,9,3,2,0,0,1,0,0
Iraq,30,44535865,17504,27445,292,16,11,20,4,5,6,10,18,16,13,3,9,3,1,0,0,1,0,0
Iraq,50,44535865,6658,18089,292,13,6,15,3,3,4,7,14,9,9,2,6,1,1,0,0,0,0,0
Iraq,75,44535865,818,4158,292,10,4,12,1,1,2,3,2,3,5,1,2,0,0,0,0,0,0,0
Isle of Man,10,57967,16372,20658,291,16,14,2,9,11,27,31,0,48,50,12,32,17,44,12,18,19,12,20
Isle of Man,15,57967,14587,19054,291,16,14,2,9,11,27,31,0,47,50,12,32,17,44,11,18,18,12,20
Isle of Man,20,57967,14129,18534,291,16,14,2,9,11,27,31,0,47,50,12,31,17,44,11,18,18,12,20
Isle of Man,25,57967,13759,17287,291,16,14,2,9,11,27,31,0,47,50,12,31,17,43,11,18,18,12,20
Isle of Man,30,57967,13217,16049,291,16,14,2,9,11,26,30,0,47,50,12,31,17,43,11,18,18,12,20
Isle of Man,50,57967,10279,10476,291,14,12,2,8,9,25,27,0,45,48,12,31,14,40,10,16,16,11,19
Isle of Man,75,57967,4798,4613,291,8,6,0,6,4,19,18,0,25,40,10,28,11,29,6,12,11,7,17
Italy,10,30075443,10448895,10336487,89812,10118,11145,3751,17722,11182,9284,11899,15587,15111,16009,11666,22023,16575,20919,15095,26341,37150,40256,60885
Italy,15,30075443,10152454,9908746,89812,10014,11060,3700,17518,11073,9136,11789,15408,15002,15929,11594,21876,16395,20717,14902,26041,36558,39936,60605
Italy,20,30075443,9989347,9839501,89812,9966,11012,3675,17410,11008,9063,11721,15321,14927,15881,11550,21779,16198,20521,14714,25731,35969,39669,60374
Italy,25,30075443,9702187,9681280,89812,9910,10964,3641,17297,10936,8977,11637,15208,14842,15833,11491,21624,15883,20221,14422,25296,35132,39299,60064
Italy,30,30075443,9318960,9437234,89812,9871,10931,3613,17225,10896,8902,11590,15154,14793,15806,11451,21489,15525,19833,14124,24722,34095,38844,59705
Italy,50,30075443,8382318,8159559,89812,9070,10194,3187,15934,9993,7956,10777,14101,13863,15251,10866,20266,13989,18336,12921,22678,30223,36529,57731
Italy,75,30075443,6479927,5927458,89812,7221,8502,2303,12835,7717,5950,8716,11233,11336,13470,9336,17667,10522,14810,10442,18341,22941,30000,49744
Japan,10,37240327,27277250,27044807,257182,24158,26291,19843,37557,36552,39179,45772,41015,41059,35885,36100,45946,23426,28429,31354,55475,47992,50854,51707
Japan,15,37240327,26886547,26700569,257182,24079,26235,19809,37470,36491,39102,45702,40948,40993,35831,36039,45833,23364,28349,31288,55325,47870,50743,51606
Japan,20,37240327,26733845,26628873,257182,24032,26199,19783,37391,36445,39042,45650,40899,40951,35790,36001,45746,23324,28295,31244,55233,47797,50677,51540
Japan,25,37240327,26559207,26473820,257182,23996,26171,19762,37342,36409,39000,45612,40865,40923,35763,35976,45708,23289,28249,31204,55135,47726,50609,51476
Japan,30,37240327,26387254,26256128,257182,23977,26154,19747,37313,36386,38974,45586,40839,40895,35745,35955,45672,23234,28176,31145,54994,47612,50507,51381
Japan,50,37240327,25597514,25204587,257182,23440,25729,19468,36691,35925,38465,45098,40377,40450,35390,35594,45145,22909,27743,30744,54138,46887,49854,50791
Japan,75,37240327,23385517,22140364,257182,21129,23586,18069,33976,33815,36224,42715,38182,38215,33684,33953,42650,21470,25745,28815,50377,43651,46722,47891
Jordan,10,8911879,3838,3574,8,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
Jordan,15,8911879,3336,3241,8,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
Jordan,20,8911879,3187,3177,8,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
Jordan,25,8911879,2429,2848,8,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
Jordan,30,8911879,2271,2767,8,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
Jordan,50,8911879,1531,960,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jordan,75,8911879,457,409,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,10,273053036,5904025,5876953,23878,5457,3500,3628,6277,3610,3817,5465,5137,6889,3304,5815,4093,3256,655,187,1424,1149,1251,1404
Kazakhstan,15,273053036,5141876,5162128,23878,4788,3116,3447,5809,3346,3403,5015,4854,6650,3212,5514,3937,3194,643,185,1401,1112,1230,1377
Kazakhstan,20,273053036,4837355,5061441,23878,4682,3041,3394,5630,3221,3225,4696,4648,6524,3170,5104,3876,3132,634,185,1377,1087,1206,1360
Kazakhstan,25,273053036,4552736,4786608,23878,4599,2992,3375,5568,3187,3181,4649,4589,6478,3135,4987,3810,3050,623,183,1354,1055,1187,1327
Kazakhstan,30,273053036,4240316,4527054,23878,4535,2952,3352,5513,3167,3142,4605,4549,6433,3109,4852,3742,2864,596,181,1289,975,1139,1282
Kazakhstan,50,273053036,3155281,3073794,23878,2791,1792,1049,1975,1998,1587,2379,2527,5201,2532,3651,3119,1997,445,162,1007,565,880,1040
Kazakhstan,75,273053036,1759705,1555002,23878,1785,1174,476,966,1221,1038,1380,1056,3125,1528,2199,2027,667,231,94,596,184,283,557
Kenya,10,58598336,11005209,10722784,100344,22555,24331,20794,21878,22656,26666,31614,25938,27248,26318,22437,25783,23788,26629,20275,28831,33086,23060,22629
Kenya,15,58598336,7584335,7996736,100344,21701,23310,18542,20951,18974,24830,30406,24425,24245,25574,21375,23317,21353,23307,19317,27217,30737,21605,21333
Kenya,20,58598336,4292246,4497663,100344,20064,21378,15067,18534,14608,22178,27815,21166,19841,23894,18846,19610,15951,17827,16950,21858,25190,17969,18115
Kenya,25,58598336,3975189,4103951,100344,19814,21148,14675,18184,14148,21819,27436,20670,19265,23615,18489,19128,15156,16912,16484,20881,24196,17365,17442
Kenya,30,58598336,3319483,3335503,100344,19027,20288,13553,16988,12745,20656,26103,19224,17696,22693,17300,17899,13564,15357,15616,19048,22163,15908,15950
Kenya,50,58598336,1891472,1959165,100344,16210,17631,10606,12941,9344,16719,21373,14237,12812,18998,13313,14032,8842,10043,11427,12505,14865,10538,9651
Kenya,75,58598336,963685,829815,100344,11605,13517,6914,8811,5855,11075,14304,8190,6478,12833,7415,8441,4445,4822,6452,6832,8309,5026,3683
Kosovo,10,1091976,418803,365846,5637,1127,218,263,576,316,524,819,1149,788,472,807,1812,805,780,487,934,656,606,714
Kosovo,15,1091976,397598,350753,5637,1126,217,262,575,315,523,817,1147,784,470,806,1786,794,771,479,926,643,601,707
Kosovo,20,1091976,391018,344488,5637,1124,216,262,574,315,522,815,1146,782,470,804,1773,788,768,477,923,640,600,704
Kosovo,25,1091976,384028,336152,5637,1123,215,262,573,314,521,814,1144,779,469,803,1760,781,766,475,921,636,598,703
Kosovo,30,1091976,370224,322898,5637,1122,215,261,573,314,520,811,1143,777,468,802,1739,768,761,471,912,626,594,697
Kosovo,50,1091976,334618,274502,5637,1107,213,257,567,306,502,790,1119,765,461,793,1598,712,733,459,887,601,580,680
Kosovo,75,1091976,238730,125991,5637,1025,200,238,537,274,455,708,1006,732,427,748,1357,538,607,375,744,487,483,544
Kyrgyzstan,10,19864899,1003712,886460,464,605,325,127,214,91,130,121,120,222,275,116,102,37,16,0,12,59,21,16
Kyrgyzstan,15,19864899,840241,730198,464,598,317,121,204,88,123,115,116,213,271,115,97,31,16,0,12,58,20,16
Kyrgyzstan,20,19864899,793153,709541,464,594,313,118,201,86,119,112,114,209,268,113,93,30,15,0,12,57,19,16
Kyrgyzstan,25,19864899,727002,631512,464,591,308,113,196,83,114,110,110,205,263,112,87,28,14,0,12,57,19,16
Kyrgyzstan,30,19864899,674974,577910,464,589,305,111,192,82,111,107,107,201,261,112,85,27,14,0,12,56,17,16
Kyrgyzstan,50,19864899,430352,270475,464,553,253,73,147,60,75,82,80,159,230,99,60,22,10,0,11,47,10,14
Kyrgyzstan,75,19864899,208394,96224,464,459,144,25,83,30,31,50,41,76,183,74,30,13,2,0,6,31,5,12
Laos,10,23000148,19800605,18663616,338036,37785,57825,88679,65546,68885,124938,134846,81967,147939,168899,133514,151727,212437,251319,291849,397152,358972,303118,375741
Laos,15,23000148,19557104,18406820,338036,37325,57148,88135,65116,68698,124136,134179,81485,147067,168261,132609,150214,209879,248654,289454,393940,355471,300129,371765
Laos,20,23000148,19441264,18296699,338036,37109,56833,87818,64852,68576,123672,133820,81244,146612,167932,132094,149445,208437,246919,287850,391886,353321,298271,369482
Laos,25,23000148,19316396,18142946,338036,36747,56340,87427,64524,68457,123143,133403,80890,146054,167493,131485,148642,207277,245723,286746,390462,351737,296954,367704
Laos,30,23000148,19129552,17941851,338036,36475,55937,87074,64248,68327,122678,132995,80592,145564,167108,130933,147537,205607,243833,285029,388035,349137,294666,364710
Laos,50,23000148,18125587,17017161,338036,34212,52405,83838,61647,66954,118226,129345,78025,141008,163450,125786,140136,192946,227168,268035,364581,325175,274571,339119
Laos,75,23000148,14500030,13690814,338036,27496,40835,66794,49114,57192,95928,108723,65431,117409,142199,105254,111862,142541,161716,196504,264062,229147,193398,237306
Latvia,10,6470996,3725906,3942315,185696,24943,29217,21339,30691,40781,38976,36184,29359,34968,48578,44786,34354,27927,32447,31045,45386,47545,47316,57946
Latvia,15,6470996,3661863,3830230,185696,24929,29199,21332,30669,40751,38936,36157,29332,34940,48540,44763,34328,27870,32368,30970,45240,47392,47180,57760
Latvia,20,6470996,3628576,3803536,185696,24921,29187,21325,30651,40737,38915,36143,29320,34927,48523,44752,34314,27840,32321,30935,45160,47318,47113,57663
Latvia,25,6470996,3595300,3752538,185696,24918,29182,21323,30646,40729,38906,36138,29315,34922,48516,44747,34303,27810,32271,30894,45068,47224,47034,57557
Latvia,30,6470996,3553506,3690742,185696,24908,29176,21321,30639,40712,38894,36129,29308,34916,48507,44738,34285,27766,32203,30830,44945,47085,46923,57403
Latvia,50,6470996,3321041,3372228,185696,24637,28893,21198,30391,40362,38475,35856,29098,34669,48165,44490,34062,27342,31597,30295,43990,46000,45866,56250
Latvia,75,6470996,2612533,2479625,185696,22713,26352,19925,28364,37655,35533,33669,27411,32610,45459,42388,32461,24332,27855,26784,38258,39803,40002,48806
Lebanon,10,1023804,94450,75206,1767,313,94,90,121,324,164,295,424,364,130,163,196,210,193,206,333,386,342,473
Lebanon,15,1023804,82553,68692,1767,309,90,88,118,318,160,289,415,358,126,155,188,192,185,198,316,360,316,449
Lebanon,20,1023804,77790,67167,1767,305,86,86,112,310,155,281,405,349,120,146,179,183,176,190,302,337,295,427
Lebanon,25,1023804,70888,60350,1767,300,82,84,110,301,151,274,396,342,116,141,174,170,168,181,284,313,273,408
Lebanon,30,1023804,65235,57763,1767,299,81,84,109,300,149,273,394,340,115,139,170,160,160,174,266,288,256,390
Lebanon,50,1023804,44020,34553,1767,259,55,65,79,239,112,217,331,290,90,107,129,106,119,129,179,188,176,277
Lebanon,75,1023804,19095,16081,1767,170,28,33,37,129,56,121,213,183,42,61,75,41,51,59,76,74,71,123
Liberia,10,9591802,9541828,9529737,108379,29261,57098,21743,6250,11356,36411,44484,36377,75342,20416,34554,72388,156675,165693,187002,169614,204577,206630,172901
Liberia,15,9591802,9518516,9500722,108379,29257,57091,21729,6248,11355,36397,44464,36357,75320,20413,34547,72362,156575,165549,186895,169509,204481,206489,172806
Liberia,20,9591802,9446136,9407681,108379,29236,57058,21679,6242,11346,36331,44395,36277,75250,20393,34509,72270,156191,164977,186591,169192,204082,205902,172401
